dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,communicability_betweeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.94,0.45,25.56,25.56,FHRR,harmonic_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.98,0.89,70.66,70.66,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.98,0.89,70.66,70.66,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.98,0.89,70.66,70.66,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.98,0.89,70.66,70.66,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.98,0.89,70.66,70.66,FHRR,betweenness_centrality
