dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,none
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.85,0.41,38.33,38.33,FHRR,harmonic_centrality
