dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.9,0.37,23.33,23.33,FHRR,none
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.9,0.45,26.67,26.67,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.8,0.46,22.78,22.78,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,1.76,0.54,27.78,27.78,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,1.36,0.67,16.11,16.11,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,1.33,0.68,21.11,21.11,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,4.33,1.87,23.33,23.33,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,5.92,3.68,22.22,22.22,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,1.19,0.5,20.0,20.0,FHRR,harmonic_centrality
