dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.97,0.42,23.33,23.33,FHRR,harmonic_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PROTEINS,10000,1.97,0.94,70.06,70.06,FHRR,harmonic_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
DD,10000,15.42,7.57,73.73,73.73,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
DD,10000,15.42,7.57,73.73,73.73,FHRR,degree_centrality
