dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,none
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
ENZYMES,10000,0.75,0.4,42.22,42.22,FHRR,harmonic_centrality
