Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.5009578466415405,34.6132390499115,6266,3,10000,SinusoidProjectionOnlineIterative
Abalone,0.6206896305084229,32.60904884338379,6266,3,10000,SinusoidProjectionOnlineIterative
Abalone,0.5823754668235779,31.46885371208191,6266,3,10000,SinusoidProjectionOnlineIterative
Abalone,0.6101532578468323,27.96429133415222,6266,3,10000,SinusoidProjectionOnlineIterative
AcuteInflammation,1.0,1.0925755500793457,180,2,10000,SinusoidProjectionOnlineIterative
AcuteInflammation,1.0,0.9379098415374756,180,2,10000,SinusoidProjectionOnlineIterative
AcuteInflammation,1.0,1.2096476554870605,180,2,10000,SinusoidProjectionOnlineIterative
AcuteInflammation,1.0,0.9193737506866455,180,2,10000,SinusoidProjectionOnlineIterative
AcuteNephritis,1.0,1.1655023097991943,180,2,10000,SinusoidProjectionOnlineIterative
AcuteNephritis,1.0,1.1624407768249512,180,2,10000,SinusoidProjectionOnlineIterative
AcuteNephritis,1.0,0.9370603561401367,180,2,10000,SinusoidProjectionOnlineIterative
AcuteNephritis,1.0,1.0239500999450684,180,2,10000,SinusoidProjectionOnlineIterative
Adult,0.8122965693473816,391.070419549942,65122,2,10000,SinusoidProjectionOnlineIterative
Annealing,0.7599999904632568,12.174482345581055,1596,5,10000,SinusoidProjectionOnlineIterative
Arrhythmia,0.5575221180915833,5.94074273109436,678,13,10000,SinusoidProjectionOnlineIterative
Arrhythmia,0.6725663542747498,4.014487266540527,678,13,10000,SinusoidProjectionOnlineIterative
Arrhythmia,0.6460176706314087,5.5852696895599365,678,13,10000,SinusoidProjectionOnlineIterative
Arrhythmia,0.6637167930603027,5.759068250656128,678,13,10000,SinusoidProjectionOnlineIterative
AudiologyStd,0.7599999904632568,2.1962976455688477,342,18,10000,SinusoidProjectionOnlineIterative
BalanceScale,0.8782051205635071,5.158264636993408,938,3,10000,SinusoidProjectionOnlineIterative
BalanceScale,0.9358974099159241,5.200303077697754,938,3,10000,SinusoidProjectionOnlineIterative
BalanceScale,0.9166666865348816,4.855884552001953,938,3,10000,SinusoidProjectionOnlineIterative
BalanceScale,0.9294871687889099,5.14749002456665,938,3,10000,SinusoidProjectionOnlineIterative
Balloons,0.75,0.29749202728271484,24,2,10000,SinusoidProjectionOnlineIterative
Balloons,0.5,0.21416974067687988,24,2,10000,SinusoidProjectionOnlineIterative
Balloons,0.75,0.2501251697540283,24,2,10000,SinusoidProjectionOnlineIterative
Balloons,0.75,0.22165441513061523,24,2,10000,SinusoidProjectionOnlineIterative
Bank,0.895575225353241,36.14504408836365,6782,2,10000,SinusoidProjectionOnlineIterative
Bank,0.8318583965301514,38.51127552986145,6782,2,10000,SinusoidProjectionOnlineIterative
Bank,0.8274336457252502,36.356435775756836,6782,2,10000,SinusoidProjectionOnlineIterative
Bank,0.8929203748703003,29.83241558074951,6782,2,10000,SinusoidProjectionOnlineIterative
Blood,0.7272727489471436,4.4372851848602295,1122,2,10000,SinusoidProjectionOnlineIterative
Blood,0.7326202988624573,4.80992317199707,1122,2,10000,SinusoidProjectionOnlineIterative
Blood,0.6042780876159668,4.455424547195435,1122,2,10000,SinusoidProjectionOnlineIterative
Blood,0.7754010558128357,4.8548479080200195,1122,2,10000,SinusoidProjectionOnlineIterative
BreastCancer,0.7464788556098938,2.701758623123169,430,2,10000,SinusoidProjectionOnlineIterative
BreastCancer,0.6478873491287231,1.8788397312164307,430,2,10000,SinusoidProjectionOnlineIterative
BreastCancer,0.6197183132171631,2.68231463432312,430,2,10000,SinusoidProjectionOnlineIterative
BreastCancer,0.6338028311729431,1.963183879852295,430,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWisc,0.9657142758369446,5.364875793457031,1048,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWisc,0.954285740852356,4.73787522315979,1048,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWisc,0.9485714435577393,5.533976078033447,1048,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWisc,0.9371428489685059,4.877866744995117,1048,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscDiag,0.9718309640884399,3.840535879135132,854,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscDiag,0.9507042169570923,3.603969097137451,854,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscDiag,0.9647887349128723,4.376515865325928,854,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscDiag,0.9507042169570923,4.367005348205566,854,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscProg,0.7755101919174194,1.3338885307312012,298,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscProg,0.5510203838348389,1.4029018878936768,298,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscProg,0.8367347121238708,1.073030710220337,298,2,10000,SinusoidProjectionOnlineIterative
BreastCancerWiscProg,0.7755101919174194,1.6155576705932617,298,2,10000,SinusoidProjectionOnlineIterative
BreastTissue,0.7692307829856873,1.0425548553466797,160,6,10000,SinusoidProjectionOnlineIterative
BreastTissue,0.807692289352417,1.132394790649414,160,6,10000,SinusoidProjectionOnlineIterative
BreastTissue,0.5769230723381042,0.964937686920166,160,6,10000,SinusoidProjectionOnlineIterative
BreastTissue,0.7307692170143127,0.9695396423339844,160,6,10000,SinusoidProjectionOnlineIterative
Car,0.9722222089767456,15.310059070587158,2592,4,10000,SinusoidProjectionOnlineIterative
Car,0.9490740895271301,15.039625406265259,2592,4,10000,SinusoidProjectionOnlineIterative
Car,0.9467592835426331,15.674951791763306,2592,4,10000,SinusoidProjectionOnlineIterative
Car,0.9467592835426331,14.019535064697266,2592,4,10000,SinusoidProjectionOnlineIterative
Cardiotocography10Clases,0.7627118825912476,17.480782985687256,3190,10,10000,SinusoidProjectionOnlineIterative
Cardiotocography10Clases,0.8192090392112732,19.788759469985962,3190,10,10000,SinusoidProjectionOnlineIterative
Cardiotocography10Clases,0.81732577085495,15.869629144668579,3190,10,10000,SinusoidProjectionOnlineIterative
Cardiotocography10Clases,0.8192090392112732,19.747774839401245,3190,10,10000,SinusoidProjectionOnlineIterative
Cardiotocography3Clases,0.903954803943634,18.300015926361084,3190,3,10000,SinusoidProjectionOnlineIterative
Cardiotocography3Clases,0.9133710265159607,17.17699885368347,3190,3,10000,SinusoidProjectionOnlineIterative
Cardiotocography3Clases,0.9114877581596375,17.3580539226532,3190,3,10000,SinusoidProjectionOnlineIterative
Cardiotocography3Clases,0.9246704578399658,17.948904275894165,3190,3,10000,SinusoidProjectionOnlineIterative
ChessKrvk,0.5434844493865967,249.9724154472351,42084,18,10000,SinusoidProjectionOnlineIterative
ChessKrvk,0.5655831098556519,303.39247584342957,42084,18,10000,SinusoidProjectionOnlineIterative
ChessKrvk,0.5597376823425293,301.084841966629,42084,18,10000,SinusoidProjectionOnlineIterative
ChessKrvk,0.5652979612350464,279.3361518383026,42084,18,10000,SinusoidProjectionOnlineIterative
ChessKrvkp,0.969962477684021,24.617860794067383,4794,2,10000,SinusoidProjectionOnlineIterative
ChessKrvkp,0.969962477684021,25.223564863204956,4794,2,10000,SinusoidProjectionOnlineIterative
ChessKrvkp,0.9712139964103699,13.366018533706665,4794,2,10000,SinusoidProjectionOnlineIterative
ChessKrvkp,0.9737171530723572,24.05641222000122,4794,2,10000,SinusoidProjectionOnlineIterative
CongressionalVoting,0.5688073635101318,3.891526222229004,652,2,10000,SinusoidProjectionOnlineIterative
CongressionalVoting,0.5871559381484985,2.012211561203003,652,2,10000,SinusoidProjectionOnlineIterative
CongressionalVoting,0.5963302850723267,3.459770441055298,652,2,10000,SinusoidProjectionOnlineIterative
CongressionalVoting,0.5963302850723267,2.9364261627197266,652,2,10000,SinusoidProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.807692289352417,1.6687500476837158,312,2,10000,SinusoidProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.7307692170143127,1.2064588069915771,312,2,10000,SinusoidProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.8461538553237915,1.6282141208648682,312,2,10000,SinusoidProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.807692289352417,1.533820629119873,312,2,10000,SinusoidProjectionOnlineIterative
ConnBenchVowelDeterding,0.9437229633331299,7.531690359115601,1056,11,10000,SinusoidProjectionOnlineIterative
Connect4,0.786843478679657,587.07319688797,101336,3,10000,SinusoidProjectionOnlineIterative
Connect4,0.7652317881584167,576.5152142047882,101336,3,10000,SinusoidProjectionOnlineIterative
Connect4,0.7611463069915771,647.9760820865631,101336,3,10000,SinusoidProjectionOnlineIterative
Connect4,0.7963171005249023,632.2598795890808,101336,3,10000,SinusoidProjectionOnlineIterative
Contrac,0.43478259444236755,15.010270833969116,2210,3,10000,SinusoidProjectionOnlineIterative
Contrac,0.43478259444236755,9.541449308395386,2210,3,10000,SinusoidProjectionOnlineIterative
Contrac,0.45923912525177,15.848983764648438,2210,3,10000,SinusoidProjectionOnlineIterative
Contrac,0.48097825050354004,15.870361328125,2210,3,10000,SinusoidProjectionOnlineIterative
CreditApproval,0.7906976938247681,6.1689770221710205,1036,2,10000,SinusoidProjectionOnlineIterative
CreditApproval,0.7790697813034058,6.083245515823364,1036,2,10000,SinusoidProjectionOnlineIterative
CreditApproval,0.8081395626068115,3.4260995388031006,1036,2,10000,SinusoidProjectionOnlineIterative
CreditApproval,0.8895348906517029,3.412325620651245,1036,2,10000,SinusoidProjectionOnlineIterative
CylinderBands,0.75,4.919699668884277,768,2,10000,SinusoidProjectionOnlineIterative
CylinderBands,0.7734375,4.268827199935913,768,2,10000,SinusoidProjectionOnlineIterative
CylinderBands,0.75,3.0478110313415527,768,2,10000,SinusoidProjectionOnlineIterative
CylinderBands,0.5390625,4.3021910190582275,768,2,10000,SinusoidProjectionOnlineIterative
Dermatology,0.9670329689979553,3.2240350246429443,550,6,10000,SinusoidProjectionOnlineIterative
Dermatology,0.9780219793319702,2.036374807357788,550,6,10000,SinusoidProjectionOnlineIterative
Dermatology,0.9780219793319702,2.6591811180114746,550,6,10000,SinusoidProjectionOnlineIterative
Dermatology,0.9670329689979553,1.894031286239624,550,6,10000,SinusoidProjectionOnlineIterative
Echocardiogram,0.7575757503509521,0.7272083759307861,196,2,10000,SinusoidProjectionOnlineIterative
Echocardiogram,0.8484848737716675,0.7212495803833008,196,2,10000,SinusoidProjectionOnlineIterative
Echocardiogram,0.5454545617103577,0.7229149341583252,196,2,10000,SinusoidProjectionOnlineIterative
Echocardiogram,0.4848484992980957,0.7217817306518555,196,2,10000,SinusoidProjectionOnlineIterative
Ecoli,0.8452380895614624,1.774808645248413,504,8,10000,SinusoidProjectionOnlineIterative
Ecoli,0.8333333134651184,1.7753932476043701,504,8,10000,SinusoidProjectionOnlineIterative
Ecoli,0.8214285969734192,1.7653794288635254,504,8,10000,SinusoidProjectionOnlineIterative
Ecoli,0.8452380895614624,2.2860071659088135,504,8,10000,SinusoidProjectionOnlineIterative
EnergyY1,0.8802083134651184,3.7909159660339355,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY1,0.875,3.802330255508423,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY1,0.859375,6.830104351043701,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY1,0.8645833134651184,4.609431743621826,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY2,0.8385416865348816,6.44769287109375,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY2,0.8489583134651184,4.979937314987183,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY2,0.8958333134651184,3.7726328372955322,1152,3,10000,SinusoidProjectionOnlineIterative
EnergyY2,0.8802083134651184,3.784428358078003,1152,3,10000,SinusoidProjectionOnlineIterative
Fertility,0.8799999952316284,0.7319755554199219,150,2,10000,SinusoidProjectionOnlineIterative
Fertility,0.8799999952316284,0.9056024551391602,150,2,10000,SinusoidProjectionOnlineIterative
Fertility,0.800000011920929,0.5633189678192139,150,2,10000,SinusoidProjectionOnlineIterative
Fertility,0.8799999952316284,1.1105849742889404,150,2,10000,SinusoidProjectionOnlineIterative
Flags,0.4791666567325592,1.1016192436218262,292,8,10000,SinusoidProjectionOnlineIterative
Flags,0.5,1.0983667373657227,292,8,10000,SinusoidProjectionOnlineIterative
Flags,0.4583333432674408,1.1011953353881836,292,8,10000,SinusoidProjectionOnlineIterative
Flags,0.3541666567325592,1.1019198894500732,292,8,10000,SinusoidProjectionOnlineIterative
Glass,0.6415094137191772,1.2631802558898926,322,6,10000,SinusoidProjectionOnlineIterative
Glass,0.7547169923782349,2.1143946647644043,322,6,10000,SinusoidProjectionOnlineIterative
Glass,0.6603773832321167,2.258059024810791,322,6,10000,SinusoidProjectionOnlineIterative
Glass,0.6603773832321167,1.5538277626037598,322,6,10000,SinusoidProjectionOnlineIterative
HabermanSurvival,0.7105262875556946,6.24963116645813,460,2,10000,SinusoidProjectionOnlineIterative
HabermanSurvival,0.6315789222717285,4.413494825363159,460,2,10000,SinusoidProjectionOnlineIterative
HabermanSurvival,0.7105262875556946,5.900767087936401,460,2,10000,SinusoidProjectionOnlineIterative
HabermanSurvival,0.7105262875556946,2.334906816482544,460,2,10000,SinusoidProjectionOnlineIterative
HayesRoth,0.0357142873108387,2.708726644515991,264,3,10000,SinusoidProjectionOnlineIterative
HeartCleveland,0.6447368264198303,3.4183971881866455,454,5,10000,SinusoidProjectionOnlineIterative
HeartCleveland,0.5789473652839661,2.8690733909606934,454,5,10000,SinusoidProjectionOnlineIterative
HeartCleveland,0.5921052694320679,1.9649717807769775,454,5,10000,SinusoidProjectionOnlineIterative
HeartCleveland,0.5131579041481018,2.025087833404541,454,5,10000,SinusoidProjectionOnlineIterative
HeartHungarian,0.835616409778595,2.5096898078918457,442,5,10000,SinusoidProjectionOnlineIterative
HeartHungarian,0.835616409778595,2.34893536567688,442,5,10000,SinusoidProjectionOnlineIterative
HeartHungarian,0.7945205569267273,2.064276933670044,442,5,10000,SinusoidProjectionOnlineIterative
HeartHungarian,0.8082191944122314,2.2673449516296387,442,5,10000,SinusoidProjectionOnlineIterative
HeartSwitzerland,0.4193548262119293,0.7975256443023682,184,5,10000,SinusoidProjectionOnlineIterative
HeartSwitzerland,0.4516128897666931,0.9072537422180176,184,5,10000,SinusoidProjectionOnlineIterative
HeartSwitzerland,0.3870967626571655,1.1805334091186523,184,5,10000,SinusoidProjectionOnlineIterative
HeartSwitzerland,0.35483869910240173,0.9031264781951904,184,5,10000,SinusoidProjectionOnlineIterative
HeartVa,0.2800000011920929,1.5151779651641846,300,5,10000,SinusoidProjectionOnlineIterative
HeartVa,0.3199999928474426,1.6474244594573975,300,5,10000,SinusoidProjectionOnlineIterative
HeartVa,0.2800000011920929,1.8638360500335693,300,5,10000,SinusoidProjectionOnlineIterative
HeartVa,0.36000001430511475,1.2807493209838867,300,5,10000,SinusoidProjectionOnlineIterative
Hepatitis,0.8205128312110901,0.9784395694732666,232,2,10000,SinusoidProjectionOnlineIterative
Hepatitis,0.7179487347602844,0.9265437126159668,232,2,10000,SinusoidProjectionOnlineIterative
Hepatitis,0.7948718070983887,0.8848576545715332,232,2,10000,SinusoidProjectionOnlineIterative
Hepatitis,0.8461538553237915,0.7549796104431152,232,2,10000,SinusoidProjectionOnlineIterative
HillValley,0.5511550903320312,7.848836183547974,1212,2,10000,SinusoidProjectionOnlineIterative
HorseColic,0.6029411554336548,3.3361194133758545,600,2,10000,SinusoidProjectionOnlineIterative
IlpdIndianLiver,0.7123287916183472,2.6527292728424072,874,2,10000,SinusoidProjectionOnlineIterative
IlpdIndianLiver,0.7534246444702148,3.9382379055023193,874,2,10000,SinusoidProjectionOnlineIterative
IlpdIndianLiver,0.732876718044281,4.175436019897461,874,2,10000,SinusoidProjectionOnlineIterative
IlpdIndianLiver,0.6506849527359009,5.011714935302734,874,2,10000,SinusoidProjectionOnlineIterative
ImageSegmentation,0.1428571492433548,7.9368696212768555,420,7,10000,SinusoidProjectionOnlineIterative
Ionosphere,0.9431818127632141,1.5742454528808594,526,2,10000,SinusoidProjectionOnlineIterative
Ionosphere,0.9090909361839294,2.4381520748138428,526,2,10000,SinusoidProjectionOnlineIterative
Ionosphere,0.9204545617103577,2.9421515464782715,526,2,10000,SinusoidProjectionOnlineIterative
Ionosphere,0.9318181872367859,2.846019744873047,526,2,10000,SinusoidProjectionOnlineIterative
Iris,1.0,0.8378188610076904,226,3,10000,SinusoidProjectionOnlineIterative
Iris,0.9459459185600281,1.0768818855285645,226,3,10000,SinusoidProjectionOnlineIterative
Iris,0.9729729890823364,1.1467595100402832,226,3,10000,SinusoidProjectionOnlineIterative
Iris,0.9729729890823364,1.101367473602295,226,3,10000,SinusoidProjectionOnlineIterative
