Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.6159003973007202,25.403887033462524,6266,3,10000,HashmapProjectionOnlineIterative
Abalone,0.5584291219711304,24.860403537750244,6266,3,10000,HashmapProjectionOnlineIterative
Abalone,0.5900382995605469,25.389681816101074,6266,3,10000,HashmapProjectionOnlineIterative
Abalone,0.4329501986503601,26.15409517288208,6266,3,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.7598545551300049,180,2,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.7463130950927734,180,2,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.6264352798461914,180,2,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.6262705326080322,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,0.7405848503112793,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,0.7495403289794922,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,0.6323792934417725,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,0.6914119720458984,180,2,10000,HashmapProjectionOnlineIterative
Adult,0.8172716498374939,257.3614218235016,65122,2,10000,HashmapProjectionOnlineIterative
Annealing,0.699999988079071,5.927659511566162,1596,5,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.6637167930603027,8.87340784072876,678,13,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.7168141603469849,9.30122447013855,678,13,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.6637167930603027,9.363403081893921,678,13,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.7168141603469849,9.605017185211182,678,13,10000,HashmapProjectionOnlineIterative
AudiologyStd,0.7200000286102295,1.5908217430114746,342,18,10000,HashmapProjectionOnlineIterative
BalanceScale,0.8333333134651184,3.285162925720215,938,3,10000,HashmapProjectionOnlineIterative
BalanceScale,0.9038461446762085,3.8586905002593994,938,3,10000,HashmapProjectionOnlineIterative
BalanceScale,0.8525640964508057,3.7698705196380615,938,3,10000,HashmapProjectionOnlineIterative
BalanceScale,0.9230769276618958,3.3172695636749268,938,3,10000,HashmapProjectionOnlineIterative
Balloons,0.75,0.09274458885192871,24,2,10000,HashmapProjectionOnlineIterative
Balloons,1.0,0.0931394100189209,24,2,10000,HashmapProjectionOnlineIterative
Balloons,0.75,0.09265804290771484,24,2,10000,HashmapProjectionOnlineIterative
Balloons,0.5,0.09198260307312012,24,2,10000,HashmapProjectionOnlineIterative
Bank,0.8840708136558533,26.12545108795166,6782,2,10000,HashmapProjectionOnlineIterative
Bank,0.8699114918708801,26.419703006744385,6782,2,10000,HashmapProjectionOnlineIterative
Bank,0.8601769804954529,25.889641761779785,6782,2,10000,HashmapProjectionOnlineIterative
Bank,0.7938053011894226,25.39412498474121,6782,2,10000,HashmapProjectionOnlineIterative
Blood,0.6042780876159668,4.205670356750488,1122,2,10000,HashmapProjectionOnlineIterative
Blood,0.7112299203872681,4.216509580612183,1122,2,10000,HashmapProjectionOnlineIterative
Blood,0.7219251394271851,4.20180869102478,1122,2,10000,HashmapProjectionOnlineIterative
Blood,0.7914438247680664,4.277267217636108,1122,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.6619718074798584,1.673382043838501,430,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.7746478915214539,1.7011888027191162,430,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.7042253613471985,1.6963629722595215,430,2,10000,HashmapProjectionOnlineIterative
