Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.6321839094161987,16.110431671142578,6266,3,10000,SinusoidProjectionOnlineV2
AcuteInflammation,1.0,0.48090338706970215,180,2,10000,SinusoidProjectionOnlineV2
AcuteNephritis,1.0,0.360668420791626,180,2,10000,SinusoidProjectionOnlineV2
Adult,0.7970640659332275,130.20692467689514,65122,2,10000,SinusoidProjectionOnlineV2
Annealing,0.7599999904632568,2.4684135913848877,1596,5,10000,SinusoidProjectionOnlineV2
Arrhythmia,0.4601770043373108,1.6151354312896729,678,13,10000,SinusoidProjectionOnlineV2
AudiologyStd,0.7200000286102295,0.6056582927703857,342,18,10000,SinusoidProjectionOnlineV2
BalanceScale,0.8782051205635071,1.4819893836975098,938,3,10000,SinusoidProjectionOnlineV2
Balloons,0.5,0.13271141052246094,24,2,10000,SinusoidProjectionOnlineV2
Bank,0.8221238851547241,10.132703304290771,6782,2,10000,SinusoidProjectionOnlineV2
Blood,0.7058823704719543,1.860896110534668,1122,2,10000,SinusoidProjectionOnlineV2
BreastCancer,0.7042253613471985,0.7897818088531494,430,2,10000,SinusoidProjectionOnlineV2
BreastCancerWisc,0.9828571677207947,1.932436466217041,1048,2,10000,SinusoidProjectionOnlineV2
BreastCancerWiscDiag,0.9577465057373047,1.363046407699585,854,2,10000,SinusoidProjectionOnlineV2
BreastCancerWiscProg,0.7551020383834839,0.6265106201171875,298,2,10000,SinusoidProjectionOnlineV2
BreastTissue,0.7307692170143127,0.24704933166503906,160,6,10000,SinusoidProjectionOnlineV2
Car,0.9421296119689941,4.019383907318115,2592,4,10000,SinusoidProjectionOnlineV2
Cardiotocography10Clases,0.7231638431549072,7.735835075378418,3190,10,10000,SinusoidProjectionOnlineV2
Cardiotocography3Clases,0.8436911702156067,7.812298059463501,3190,3,10000,SinusoidProjectionOnlineV2
ChessKrvk,0.4366980195045471,83.99338698387146,42084,18,10000,SinusoidProjectionOnlineV2
ChessKrvkp,0.9586983919143677,8.607634544372559,4794,2,10000,SinusoidProjectionOnlineV2
CongressionalVoting,0.5137614607810974,1.47169828414917,652,2,10000,SinusoidProjectionOnlineV2
