Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.5565134286880493,10.070854187011719,6266,3,10000,SinusoidProjectionOnline
AcuteInflammation,1.0,0.2541215419769287,180,2,10000,SinusoidProjectionOnline
AcuteNephritis,1.0,0.25873708724975586,180,2,10000,SinusoidProjectionOnline
Adult,0.776610791683197,110.23398065567017,65122,2,10000,SinusoidProjectionOnline
Annealing,0.7599999904632568,1.4999160766601562,1596,5,10000,SinusoidProjectionOnline
Arrhythmia,0.5398229956626892,0.8765139579772949,678,13,10000,SinusoidProjectionOnline
AudiologyStd,0.7200000286102295,0.465545654296875,342,18,10000,SinusoidProjectionOnline
BalanceScale,0.8141025900840759,1.5443410873413086,938,3,10000,SinusoidProjectionOnline
Balloons,0.25,0.05837726593017578,24,2,10000,SinusoidProjectionOnline
Bank,0.8884955644607544,7.411123752593994,6782,2,10000,SinusoidProjectionOnline
Blood,0.5401069521903992,1.6102168560028076,1122,2,10000,SinusoidProjectionOnline
BreastCancer,0.7183098793029785,0.5045549869537354,430,2,10000,SinusoidProjectionOnline
BreastCancerWisc,0.9599999785423279,1.1883571147918701,1048,2,10000,SinusoidProjectionOnline
BreastCancerWiscDiag,0.9366196990013123,1.504502534866333,854,2,10000,SinusoidProjectionOnline
BreastCancerWiscProg,0.5102040767669678,0.5797605514526367,298,2,10000,SinusoidProjectionOnline
BreastTissue,0.7692307829856873,0.29360389709472656,160,6,10000,SinusoidProjectionOnline
Car,0.9421296119689941,3.651853322982788,2592,4,10000,SinusoidProjectionOnline
Cardiotocography10Clases,0.7325800657272339,4.46101450920105,3190,10,10000,SinusoidProjectionOnline
Cardiotocography3Clases,0.887005627155304,5.170817613601685,3190,3,10000,SinusoidProjectionOnline
ChessKrvk,0.4656401574611664,63.89027714729309,42084,18,10000,SinusoidProjectionOnline
ChessKrvkp,0.9561952352523804,6.8672850131988525,4794,2,10000,SinusoidProjectionOnline
CongressionalVoting,0.5871559381484985,0.9319593906402588,652,2,10000,SinusoidProjectionOnline
ConnBenchSonarMinesRocks,0.6730769276618958,0.444690465927124,312,2,10000,SinusoidProjectionOnline
ConnBenchVowelDeterding,0.8073592782020569,2.1647043228149414,1056,11,10000,SinusoidProjectionOnline
Connect4,0.75398188829422,139.023517370224,101336,3,10000,SinusoidProjectionOnline
Contrac,0.4836956560611725,2.807065010070801,2210,3,10000,SinusoidProjectionOnline
CreditApproval,0.8604651093482971,1.0917677879333496,1036,2,10000,SinusoidProjectionOnline
CylinderBands,0.65625,1.0501718521118164,768,2,10000,SinusoidProjectionOnline
Dermatology,0.9780219793319702,0.5355684757232666,550,6,10000,SinusoidProjectionOnline
Echocardiogram,0.6969696879386902,0.19208669662475586,196,2,10000,SinusoidProjectionOnline
Ecoli,0.75,0.5025203227996826,504,8,10000,SinusoidProjectionOnline
EnergyY1,0.8385416865348816,2.017559051513672,1152,3,10000,SinusoidProjectionOnline
EnergyY2,0.8385416865348816,2.0603394508361816,1152,3,10000,SinusoidProjectionOnline
Fertility,0.8799999952316284,0.2707087993621826,150,2,10000,SinusoidProjectionOnline
Flags,0.5208333134651184,0.6396608352661133,292,8,10000,SinusoidProjectionOnline
Glass,0.5471698045730591,0.46906065940856934,322,6,10000,SinusoidProjectionOnline
HabermanSurvival,0.5789473652839661,2.010178565979004,460,2,10000,SinusoidProjectionOnline
HayesRoth,0.0357142873108387,0.5840258598327637,264,3,10000,SinusoidProjectionOnline
HeartCleveland,0.5263158082962036,0.5962522029876709,454,5,10000,SinusoidProjectionOnline
HeartHungarian,0.6575342416763306,0.5788843631744385,442,5,10000,SinusoidProjectionOnline
HeartSwitzerland,0.32258063554763794,0.25075531005859375,184,5,10000,SinusoidProjectionOnline
HeartVa,0.3400000035762787,0.448742151260376,300,5,10000,SinusoidProjectionOnline
Hepatitis,0.7948718070983887,0.2815358638763428,232,2,10000,SinusoidProjectionOnline
HillValley,0.5132012963294983,3.0279808044433594,1212,2,10000,SinusoidProjectionOnline
HorseColic,0.6176470518112183,1.1163897514343262,600,2,10000,SinusoidProjectionOnline
IlpdIndianLiver,0.6849315166473389,1.5651605129241943,874,2,10000,SinusoidProjectionOnline
ImageSegmentation,0.1428571492433548,6.654144048690796,420,7,10000,SinusoidProjectionOnline
Ionosphere,0.8977272510528564,0.7530291080474854,526,2,10000,SinusoidProjectionOnline
Iris,0.9459459185600281,0.33742833137512207,226,3,10000,SinusoidProjectionOnline
LedDisplay,0.6399999856948853,1.660813331604004,1500,10,10000,SinusoidProjectionOnline
Lenses,0.5,0.06789612770080566,36,3,10000,SinusoidProjectionOnline
Letter,0.8356000185012817,42.62101197242737,30000,26,10000,SinusoidProjectionOnline
Libras,0.6000000238418579,1.3389101028442383,540,15,10000,SinusoidProjectionOnline
LowResSpect,0.8421052694320679,1.5234150886535645,796,9,10000,SinusoidProjectionOnline
LungCancer,0.375,0.12807130813598633,48,3,10000,SinusoidProjectionOnline
Lymphography,0.7567567825317383,0.31979799270629883,222,4,10000,SinusoidProjectionOnline
Magic,0.654258668422699,41.662682056427,28530,2,10000,SinusoidProjectionOnline
Mammographic,0.7833333611488342,1.9324054718017578,1442,2,10000,SinusoidProjectionOnline
Miniboone,0.8553634881973267,283.7223072052002,195096,2,10000,SinusoidProjectionOnline
MolecBiolPromoter,0.692307710647583,0.3619506359100342,160,2,10000,SinusoidProjectionOnline
MolecBiolSplice,0.7540777921676636,8.212839841842651,4786,3,10000,SinusoidProjectionOnline
Monks1,0.5810185074806213,1.2182679176330566,248,2,10000,SinusoidProjectionOnline
Monks2,0.5972222089767456,1.4818544387817383,338,2,10000,SinusoidProjectionOnline
Monks3,0.4652777910232544,2.116046190261841,244,2,10000,SinusoidProjectionOnline
Mushroom,0.9970458149909973,18.780142307281494,12186,2,10000,SinusoidProjectionOnline
Musk1,0.7226890921592712,0.9451661109924316,714,2,10000,SinusoidProjectionOnline
Musk2,0.9429957270622253,12.505308151245117,9898,2,10000,SinusoidProjectionOnline
Nursery,0.9432098865509033,28.567352294921875,19440,5,10000,SinusoidProjectionOnline
OocytesMerlucciusNucleus4d,0.6627451181411743,1.7809994220733643,1534,2,10000,SinusoidProjectionOnline
OocytesMerlucciusStates2f,0.9098039269447327,2.555600166320801,1534,3,10000,SinusoidProjectionOnline
OocytesTrisopterusNucleus2f,0.75,2.0304067134857178,1368,2,10000,SinusoidProjectionOnline
OocytesTrisopterusStates5b,0.7631579041481018,1.9314095973968506,1368,3,10000,SinusoidProjectionOnline
Optical,0.9387868642807007,9.952525854110718,7646,10,10000,SinusoidProjectionOnline
Ozone,0.9700315594673157,7.156988620758057,3804,2,10000,SinusoidProjectionOnline
PageBlocks,0.9466374516487122,13.458046436309814,8210,5,10000,SinusoidProjectionOnline
Parkinsons,0.8163265585899353,0.4217567443847656,292,2,10000,SinusoidProjectionOnline
Pendigits,0.9451115131378174,24.90213131904602,14988,10,10000,SinusoidProjectionOnline
Pima,0.7239583134651184,1.358687400817871,1152,2,10000,SinusoidProjectionOnline
PittsburgBridgesMaterial,0.7692307829856873,0.1965949535369873,160,3,10000,SinusoidProjectionOnline
PittsburgBridgesRelL,0.807692289352417,0.2031714916229248,154,3,10000,SinusoidProjectionOnline
PittsburgBridgesSpan,0.739130437374115,0.2571532726287842,138,3,10000,SinusoidProjectionOnline
PittsburgBridgesTOrD,0.8799999952316284,0.2219550609588623,154,2,10000,SinusoidProjectionOnline
PittsburgBridgesType,0.3461538553237915,0.2418382167816162,158,6,10000,SinusoidProjectionOnline
Planning,0.6666666865348816,0.4353933334350586,274,2,10000,SinusoidProjectionOnline
PlantMargin,0.6175000071525574,4.478539943695068,2400,100,10000,SinusoidProjectionOnline
PlantShape,0.6150000095367432,5.5855560302734375,2400,100,10000,SinusoidProjectionOnline
PlantTexture,0.5975000262260437,3.201195001602173,2398,100,10000,SinusoidProjectionOnline
PostOperative,0.6818181872367859,0.17776799201965332,136,3,10000,SinusoidProjectionOnline
PrimaryTumor,0.3658536672592163,0.6804754734039307,496,15,10000,SinusoidProjectionOnline
Ringnorm,0.9724324345588684,17.052234888076782,11100,2,10000,SinusoidProjectionOnline
Seeds,0.9230769276618958,0.40573668479919434,316,3,10000,SinusoidProjectionOnline
