Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.6120689511299133,9.34377408027649,6266,3,10000,HashmapProjectionOnline
Abalone,0.5469348430633545,9.556784868240356,6266,3,10000,HashmapProjectionOnline
Abalone,0.6283524632453918,9.998188972473145,6266,3,10000,HashmapProjectionOnline
Abalone,0.538314163684845,9.765175819396973,6266,3,10000,HashmapProjectionOnline
AcuteInflammation,0.800000011920929,0.15227508544921875,180,2,10000,HashmapProjectionOnline
AcuteInflammation,1.0,0.17206072807312012,180,2,10000,HashmapProjectionOnline
AcuteInflammation,1.0,0.20046520233154297,180,2,10000,HashmapProjectionOnline
AcuteInflammation,1.0,0.29379820823669434,180,2,10000,HashmapProjectionOnline
AcuteNephritis,1.0,0.28109240531921387,180,2,10000,HashmapProjectionOnline
AcuteNephritis,1.0,0.25681471824645996,180,2,10000,HashmapProjectionOnline
AcuteNephritis,1.0,0.2235410213470459,180,2,10000,HashmapProjectionOnline
AcuteNephritis,1.0,0.15329837799072266,180,2,10000,HashmapProjectionOnline
Adult,0.7590442895889282,104.83808708190918,65122,2,10000,HashmapProjectionOnline
Annealing,0.800000011920929,2.2104403972625732,1596,5,10000,HashmapProjectionOnline
Arrhythmia,0.3097345232963562,1.3249180316925049,678,13,10000,HashmapProjectionOnline
Arrhythmia,0.5486725568771362,1.932051658630371,678,13,10000,HashmapProjectionOnline
Arrhythmia,0.6283186078071594,1.1808288097381592,678,13,10000,HashmapProjectionOnline
Arrhythmia,0.6725663542747498,1.7394092082977295,678,13,10000,HashmapProjectionOnline
AudiologyStd,0.7599999904632568,0.62312912940979,342,18,10000,HashmapProjectionOnline
BalanceScale,0.8910256624221802,1.480698585510254,938,3,10000,HashmapProjectionOnline
BalanceScale,0.9358974099159241,1.3919553756713867,938,3,10000,HashmapProjectionOnline
BalanceScale,0.942307710647583,0.7149043083190918,938,3,10000,HashmapProjectionOnline
BalanceScale,0.8717948794364929,1.4456329345703125,938,3,10000,HashmapProjectionOnline
