Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.6168582439422607,10.242911100387573,6266,3,10000,RandomProjectionOnlineV2
AcuteInflammation,1.0,0.1881113052368164,180,2,10000,RandomProjectionOnlineV2
AcuteNephritis,1.0,0.17444491386413574,180,2,10000,RandomProjectionOnlineV2
Adult,0.7914133071899414,157.09127497673035,65122,2,10000,RandomProjectionOnlineV2
Annealing,0.33000001311302185,2.3447484970092773,1596,5,10000,RandomProjectionOnlineV2
Arrhythmia,0.5840708017349243,0.9098162651062012,678,13,10000,RandomProjectionOnlineV2
AudiologyStd,0.800000011920929,0.6802520751953125,342,18,10000,RandomProjectionOnlineV2
BalanceScale,0.8782051205635071,1.3724799156188965,938,3,10000,RandomProjectionOnlineV2
Balloons,1.0,0.04928135871887207,24,2,10000,RandomProjectionOnlineV2
Bank,0.8929203748703003,12.155433893203735,6782,2,10000,RandomProjectionOnlineV2
Blood,0.6310160160064697,1.6475834846496582,1122,2,10000,RandomProjectionOnlineV2
BreastCancer,0.6478873491287231,0.644989013671875,430,2,10000,RandomProjectionOnlineV2
BreastCancerWisc,0.9371428489685059,1.4842679500579834,1048,2,10000,RandomProjectionOnlineV2
BreastCancerWiscDiag,0.9507042169570923,1.349780797958374,854,2,10000,RandomProjectionOnlineV2
BreastCancerWiscProg,0.7142857313156128,0.5385138988494873,298,2,10000,RandomProjectionOnlineV2
BreastTissue,0.7692307829856873,0.21774911880493164,160,6,10000,RandomProjectionOnlineV2
Car,0.8657407164573669,5.032094717025757,2592,4,10000,RandomProjectionOnlineV2
Cardiotocography10Clases,0.7024481892585754,6.476620435714722,3190,10,10000,RandomProjectionOnlineV2
Cardiotocography3Clases,0.8888888955116272,6.404999256134033,3190,3,10000,RandomProjectionOnlineV2
ChessKrvk,0.32392358779907227,65.81485342979431,42084,18,10000,RandomProjectionOnlineV2
ChessKrvkp,0.9674593210220337,8.144350051879883,4794,2,10000,RandomProjectionOnlineV2
CongressionalVoting,0.5321100950241089,1.1356275081634521,652,2,10000,RandomProjectionOnlineV2
ConnBenchSonarMinesRocks,0.75,0.606126070022583,312,2,10000,RandomProjectionOnlineV2
ConnBenchVowelDeterding,0.7813853025436401,2.9577112197875977,1056,11,10000,RandomProjectionOnlineV2
Connect4,0.7389425039291382,160.56816720962524,101336,3,10000,RandomProjectionOnlineV2
Contrac,0.489130437374115,3.6501996517181396,2210,3,10000,RandomProjectionOnlineV2
CreditApproval,0.8313953280448914,1.6003971099853516,1036,2,10000,RandomProjectionOnlineV2
CylinderBands,0.625,1.331620216369629,768,2,10000,RandomProjectionOnlineV2
Dermatology,0.9670329689979553,1.0068211555480957,550,6,10000,RandomProjectionOnlineV2
Echocardiogram,0.8484848737716675,0.20550799369812012,196,2,10000,RandomProjectionOnlineV2
Ecoli,0.6785714030265808,0.47128796577453613,504,8,10000,RandomProjectionOnlineV2
EnergyY1,0.84375,1.735410451889038,1152,3,10000,RandomProjectionOnlineV2
EnergyY2,0.8489583134651184,1.8044781684875488,1152,3,10000,RandomProjectionOnlineV2
Fertility,0.7599999904632568,0.29835939407348633,150,2,10000,RandomProjectionOnlineV2
Flags,0.4375,0.37035679817199707,292,8,10000,RandomProjectionOnlineV2
Glass,0.49056604504585266,0.5633034706115723,322,6,10000,RandomProjectionOnlineV2
HabermanSurvival,0.7105262875556946,0.723320722579956,460,2,10000,RandomProjectionOnlineV2
HayesRoth,0.1428571492433548,0.36613893508911133,264,3,10000,RandomProjectionOnlineV2
HeartCleveland,0.5526315569877625,0.8762297630310059,454,5,10000,RandomProjectionOnlineV2
HeartHungarian,0.8082191944122314,0.8001365661621094,442,5,10000,RandomProjectionOnlineV2
HeartSwitzerland,0.3870967626571655,0.2924067974090576,184,5,10000,RandomProjectionOnlineV2
HeartVa,0.20000000298023224,0.5126223564147949,300,5,10000,RandomProjectionOnlineV2
Hepatitis,0.8205128312110901,0.4931659698486328,232,2,10000,RandomProjectionOnlineV2
HillValley,0.6683168411254883,3.521730899810791,1212,2,10000,RandomProjectionOnlineV2
HorseColic,0.6029411554336548,0.730273962020874,600,2,10000,RandomProjectionOnlineV2
IlpdIndianLiver,0.6301369667053223,1.8785977363586426,874,2,10000,RandomProjectionOnlineV2
ImageSegmentation,0.33047619462013245,8.427785634994507,420,7,10000,RandomProjectionOnlineV2
Ionosphere,0.9431818127632141,1.0994346141815186,526,2,10000,RandomProjectionOnlineV2
Iris,0.7837837934494019,0.3064556121826172,226,3,10000,RandomProjectionOnlineV2
LedDisplay,0.7239999771118164,3.137014150619507,1500,10,10000,RandomProjectionOnlineV2
Lenses,0.8333333134651184,0.0684671401977539,36,3,10000,RandomProjectionOnlineV2
Letter,0.72079998254776,59.31401538848877,30000,26,10000,RandomProjectionOnlineV2
Libras,0.5888888835906982,1.2429232597351074,540,15,10000,RandomProjectionOnlineV2
LowResSpect,0.8796992301940918,1.8517487049102783,796,9,10000,RandomProjectionOnlineV2
LungCancer,0.375,0.13961052894592285,48,3,10000,RandomProjectionOnlineV2
Lymphography,0.837837815284729,0.26005077362060547,222,4,10000,RandomProjectionOnlineV2
Magic,0.799579381942749,51.335771560668945,28530,2,10000,RandomProjectionOnlineV2
Mammographic,0.7583333253860474,2.2618112564086914,1442,2,10000,RandomProjectionOnlineV2
Miniboone,0.838817834854126,320.7335169315338,195096,2,10000,RandomProjectionOnlineV2
MolecBiolPromoter,0.8461538553237915,0.33550262451171875,160,2,10000,RandomProjectionOnlineV2
MolecBiolSplice,0.7101631164550781,8.222247838973999,4786,3,10000,RandomProjectionOnlineV2
Monks1,0.6018518805503845,1.5565602779388428,248,2,10000,RandomProjectionOnlineV2
Monks2,0.46990740299224854,1.838561773300171,338,2,10000,RandomProjectionOnlineV2
Monks3,0.6944444179534912,1.4574909210205078,244,2,10000,RandomProjectionOnlineV2
Mushroom,0.997538149356842,18.594088077545166,12186,2,10000,RandomProjectionOnlineV2
Musk1,0.6974790096282959,0.6436574459075928,714,2,10000,RandomProjectionOnlineV2
Musk2,0.9363250732421875,15.814382076263428,9898,2,10000,RandomProjectionOnlineV2
Nursery,0.8009259104728699,29.100744247436523,19440,5,10000,RandomProjectionOnlineV2
OocytesMerlucciusNucleus4d,0.5921568870544434,2.8136017322540283,1534,2,10000,RandomProjectionOnlineV2
OocytesMerlucciusStates2f,0.8980392217636108,2.4089229106903076,1534,3,10000,RandomProjectionOnlineV2
OocytesTrisopterusNucleus2f,0.5657894611358643,2.1599795818328857,1368,2,10000,RandomProjectionOnlineV2
OocytesTrisopterusStates5b,0.8245614171028137,2.317596435546875,1368,3,10000,RandomProjectionOnlineV2
Optical,0.9393433332443237,14.42145824432373,7646,10,10000,RandomProjectionOnlineV2
Ozone,0.9668769836425781,4.0659801959991455,3804,2,10000,RandomProjectionOnlineV2
PageBlocks,0.9429824352264404,13.24124813079834,8210,5,10000,RandomProjectionOnlineV2
Parkinsons,0.8775510191917419,0.4282231330871582,292,2,10000,RandomProjectionOnlineV2
Pendigits,0.943682074546814,27.484537839889526,14988,10,10000,RandomProjectionOnlineV2
Pima,0.6458333134651184,1.842435598373413,1152,2,10000,RandomProjectionOnlineV2
PittsburgBridgesMaterial,0.8846153616905212,0.27741503715515137,160,3,10000,RandomProjectionOnlineV2
PittsburgBridgesRelL,0.42307692766189575,0.25124382972717285,154,3,10000,RandomProjectionOnlineV2
PittsburgBridgesSpan,0.695652186870575,0.16024231910705566,138,3,10000,RandomProjectionOnlineV2
PittsburgBridgesTOrD,0.8799999952316284,0.14040493965148926,154,2,10000,RandomProjectionOnlineV2
PittsburgBridgesType,0.5,0.16529107093811035,158,6,10000,RandomProjectionOnlineV2
Planning,0.644444465637207,0.26378560066223145,274,2,10000,RandomProjectionOnlineV2
PlantMargin,0.6449999809265137,5.789109468460083,2400,100,10000,RandomProjectionOnlineV2
PlantShape,0.45249998569488525,7.3521409034729,2400,100,10000,RandomProjectionOnlineV2
PlantTexture,0.7024999856948853,5.911344528198242,2398,100,10000,RandomProjectionOnlineV2
PostOperative,0.6818181872367859,0.36842942237854004,136,3,10000,RandomProjectionOnlineV2
PrimaryTumor,0.4268292784690857,1.2013800144195557,496,15,10000,RandomProjectionOnlineV2
Ringnorm,0.9800000190734863,21.294586896896362,11100,2,10000,RandomProjectionOnlineV2
Seeds,0.7884615659713745,0.7403156757354736,316,3,10000,RandomProjectionOnlineV2
Semeion,0.8819095492362976,4.113203525543213,2390,10,10000,RandomProjectionOnlineV2
Soybean,0.5904255509376526,2.4176559448242188,614,18,10000,RandomProjectionOnlineV2
Spambase,0.9104347825050354,13.12936282157898,6902,2,10000,RandomProjectionOnlineV2
Spect,0.5,1.1069416999816895,158,2,10000,RandomProjectionOnlineV2
Spectf,0.2085561454296112,1.1493420600891113,160,2,10000,RandomProjectionOnlineV2
StatlogAustralianCredit,0.604651153087616,2.0976600646972656,1036,2,10000,RandomProjectionOnlineV2
StatlogGermanCredit,0.7599999904632568,3.1941826343536377,1500,2,10000,RandomProjectionOnlineV2
StatlogHeart,0.7611940503120422,0.7382369041442871,406,2,10000,RandomProjectionOnlineV2
StatlogImage,0.9324089884757996,7.2150890827178955,3466,7,10000,RandomProjectionOnlineV2
StatlogLandsat,0.7770000100135803,19.51886010169983,8870,6,10000,RandomProjectionOnlineV2
StatlogShuttle,0.9973793029785156,166.89834904670715,87000,7,10000,RandomProjectionOnlineV2
StatlogVehicle,0.6018957495689392,2.9370758533477783,1270,4,10000,RandomProjectionOnlineV2
SteelPlates,0.6577319502830505,6.235718250274658,2912,7,10000,RandomProjectionOnlineV2
SyntheticControl,0.8600000143051147,1.3779027462005615,900,6,10000,RandomProjectionOnlineV2
Teaching,0.44736841320991516,0.39981961250305176,226,3,10000,RandomProjectionOnlineV2
Thyroid,0.9075262546539307,21.645360469818115,7544,3,10000,RandomProjectionOnlineV2
TicTacToe,0.8117154836654663,2.7419307231903076,1438,2,10000,RandomProjectionOnlineV2
Titanic,0.7400000095367432,9.606769800186157,3302,2,10000,RandomProjectionOnlineV2
Trains,1.0,0.04336881637573242,16,2,10000,RandomProjectionOnlineV2
Twonorm,0.6870270371437073,24.41102433204651,11100,2,10000,RandomProjectionOnlineV2
VertebralColumn2Clases,0.7922077775001526,0.5359320640563965,466,2,10000,RandomProjectionOnlineV2
VertebralColumn3Clases,0.8051947951316833,1.1031112670898438,466,3,10000,RandomProjectionOnlineV2
WallFollowing,0.7719941139221191,16.831111669540405,8184,4,10000,RandomProjectionOnlineV2
Waveform,0.8664000034332275,14.690779209136963,7500,3,10000,RandomProjectionOnlineV2
WaveformNoise,0.8023999929428101,16.58825922012329,7500,3,10000,RandomProjectionOnlineV2
Wine,0.9772727489471436,0.5990002155303955,268,3,10000,RandomProjectionOnlineV2
WineQualityRed,0.5350000262260437,6.0818092823028564,2398,6,10000,RandomProjectionOnlineV2
WineQualityWhite,0.4689542353153229,20.22023296356201,7348,7,10000,RandomProjectionOnlineV2
Yeast,0.5687331557273865,6.140472173690796,2226,10,10000,RandomProjectionOnlineV2
Zoo,0.9599999785423279,0.43419623374938965,152,7,10000,RandomProjectionOnlineV2
