Name,Accuracy,Time,Size,Classes,Dimensions,Method
Abalone,0.46647509932518005,43.988759994506836,6266,3,10000,HashmapProjectionOnlineIterative
Abalone,0.5833333134651184,39.76547455787659,6266,3,10000,HashmapProjectionOnlineIterative
Abalone,0.6082375645637512,33.215532541275024,6266,3,10000,HashmapProjectionOnlineIterative
Abalone,0.5775862336158752,28.96025323867798,6266,3,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.5169715881347656,180,2,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.5174486637115479,180,2,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.5182981491088867,180,2,10000,HashmapProjectionOnlineIterative
AcuteInflammation,1.0,0.9309463500976562,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,1.3571922779083252,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,1.3535141944885254,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,1.3510632514953613,180,2,10000,HashmapProjectionOnlineIterative
AcuteNephritis,1.0,1.0596885681152344,180,2,10000,HashmapProjectionOnlineIterative
Adult,0.8046802878379822,426.8880875110626,65122,2,10000,HashmapProjectionOnlineIterative
Annealing,0.699999988079071,7.3996827602386475,1596,5,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.44247788190841675,7.701432943344116,678,13,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.6814159154891968,4.374638557434082,678,13,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.6725663542747498,5.6978840827941895,678,13,10000,HashmapProjectionOnlineIterative
Arrhythmia,0.7168141603469849,6.059719562530518,678,13,10000,HashmapProjectionOnlineIterative
AudiologyStd,0.7599999904632568,2.1319634914398193,342,18,10000,HashmapProjectionOnlineIterative
BalanceScale,0.9358974099159241,5.969214677810669,938,3,10000,HashmapProjectionOnlineIterative
BalanceScale,0.9294871687889099,4.405655145645142,938,3,10000,HashmapProjectionOnlineIterative
BalanceScale,0.8974359035491943,4.953104019165039,938,3,10000,HashmapProjectionOnlineIterative
BalanceScale,0.9487179517745972,5.83853006362915,938,3,10000,HashmapProjectionOnlineIterative
Balloons,0.75,0.09832143783569336,24,2,10000,HashmapProjectionOnlineIterative
Balloons,0.25,0.18706536293029785,24,2,10000,HashmapProjectionOnlineIterative
Balloons,0.75,0.19936442375183105,24,2,10000,HashmapProjectionOnlineIterative
Balloons,0.75,0.0776820182800293,24,2,10000,HashmapProjectionOnlineIterative
Bank,0.865486741065979,51.88310885429382,6782,2,10000,HashmapProjectionOnlineIterative
Bank,0.8725663423538208,50.34434103965759,6782,2,10000,HashmapProjectionOnlineIterative
Bank,0.856637179851532,34.36431884765625,6782,2,10000,HashmapProjectionOnlineIterative
Bank,0.8858407139778137,33.79086494445801,6782,2,10000,HashmapProjectionOnlineIterative
Blood,0.6363636255264282,5.747258424758911,1122,2,10000,HashmapProjectionOnlineIterative
Blood,0.7700534462928772,5.136306285858154,1122,2,10000,HashmapProjectionOnlineIterative
Blood,0.759358286857605,5.664673089981079,1122,2,10000,HashmapProjectionOnlineIterative
Blood,0.6898396015167236,5.800002574920654,1122,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.7183098793029785,2.5338292121887207,430,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.6478873491287231,2.5804073810577393,430,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.6760563254356384,2.3575029373168945,430,2,10000,HashmapProjectionOnlineIterative
BreastCancer,0.6619718074798584,2.6721818447113037,430,2,10000,HashmapProjectionOnlineIterative
BreastCancerWisc,0.9714285731315613,5.238401412963867,1048,2,10000,HashmapProjectionOnlineIterative
BreastCancerWisc,0.9485714435577393,4.737621545791626,1048,2,10000,HashmapProjectionOnlineIterative
BreastCancerWisc,0.9828571677207947,3.363802433013916,1048,2,10000,HashmapProjectionOnlineIterative
BreastCancerWisc,0.9599999785423279,4.478040933609009,1048,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscDiag,0.9718309640884399,5.0464067459106445,854,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscDiag,0.9436619877815247,4.055389165878296,854,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscDiag,0.9577465057373047,4.411057949066162,854,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscDiag,0.9507042169570923,4.668859958648682,854,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscProg,0.7755101919174194,1.5681164264678955,298,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscProg,0.6122449040412903,1.2500553131103516,298,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscProg,0.8163265585899353,1.488182544708252,298,2,10000,HashmapProjectionOnlineIterative
BreastCancerWiscProg,0.8367347121238708,1.6017584800720215,298,2,10000,HashmapProjectionOnlineIterative
BreastTissue,0.7692307829856873,0.9067378044128418,160,6,10000,HashmapProjectionOnlineIterative
BreastTissue,0.7692307829856873,0.9289093017578125,160,6,10000,HashmapProjectionOnlineIterative
BreastTissue,0.7307692170143127,0.611182451248169,160,6,10000,HashmapProjectionOnlineIterative
BreastTissue,0.692307710647583,0.7894728183746338,160,6,10000,HashmapProjectionOnlineIterative
Car,0.9467592835426331,13.048996210098267,2592,4,10000,HashmapProjectionOnlineIterative
Car,0.8865740895271301,13.71292757987976,2592,4,10000,HashmapProjectionOnlineIterative
Car,0.9097222089767456,14.076027393341064,2592,4,10000,HashmapProjectionOnlineIterative
Car,0.9537037014961243,12.881237268447876,2592,4,10000,HashmapProjectionOnlineIterative
Cardiotocography10Clases,0.7758945226669312,18.61007070541382,3190,10,10000,HashmapProjectionOnlineIterative
Cardiotocography10Clases,0.8286252617835999,21.46194052696228,3190,10,10000,HashmapProjectionOnlineIterative
Cardiotocography10Clases,0.8192090392112732,23.769182682037354,3190,10,10000,HashmapProjectionOnlineIterative
Cardiotocography10Clases,0.81732577085495,25.118393421173096,3190,10,10000,HashmapProjectionOnlineIterative
Cardiotocography3Clases,0.8983050584793091,18.78540539741516,3190,3,10000,HashmapProjectionOnlineIterative
Cardiotocography3Clases,0.9209039807319641,23.130797863006592,3190,3,10000,HashmapProjectionOnlineIterative
Cardiotocography3Clases,0.9246704578399658,19.47995948791504,3190,3,10000,HashmapProjectionOnlineIterative
Cardiotocography3Clases,0.9152542352676392,18.191726446151733,3190,3,10000,HashmapProjectionOnlineIterative
ChessKrvk,0.4321357309818268,317.1585319042206,42084,18,10000,HashmapProjectionOnlineIterative
ChessKrvk,0.44411176443099976,291.16652607917786,42084,18,10000,HashmapProjectionOnlineIterative
ChessKrvk,0.4555175304412842,286.0797173976898,42084,18,10000,HashmapProjectionOnlineIterative
ChessKrvk,0.46221843361854553,288.6111330986023,42084,18,10000,HashmapProjectionOnlineIterative
ChessKrvkp,0.9599499106407166,24.501137018203735,4794,2,10000,HashmapProjectionOnlineIterative
ChessKrvkp,0.9524405598640442,22.53790044784546,4794,2,10000,HashmapProjectionOnlineIterative
ChessKrvkp,0.9461827278137207,17.41768527030945,4794,2,10000,HashmapProjectionOnlineIterative
ChessKrvkp,0.9824780821800232,30.704447269439697,4794,2,10000,HashmapProjectionOnlineIterative
CongressionalVoting,0.5871559381484985,4.34037971496582,652,2,10000,HashmapProjectionOnlineIterative
CongressionalVoting,0.5321100950241089,4.346308469772339,652,2,10000,HashmapProjectionOnlineIterative
CongressionalVoting,0.5045871734619141,3.959977149963379,652,2,10000,HashmapProjectionOnlineIterative
CongressionalVoting,0.5229358077049255,3.763608455657959,652,2,10000,HashmapProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.8846153616905212,2.3853163719177246,312,2,10000,HashmapProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.8461538553237915,1.9053139686584473,312,2,10000,HashmapProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.807692289352417,2.2658233642578125,312,2,10000,HashmapProjectionOnlineIterative
ConnBenchSonarMinesRocks,0.7692307829856873,2.193325996398926,312,2,10000,HashmapProjectionOnlineIterative
ConnBenchVowelDeterding,0.8528138399124146,8.279551029205322,1056,11,10000,HashmapProjectionOnlineIterative
Connect4,0.8052578568458557,615.5642244815826,101336,3,10000,HashmapProjectionOnlineIterative
Connect4,0.8231393098831177,533.5926773548126,101336,3,10000,HashmapProjectionOnlineIterative
Connect4,0.8216590881347656,593.8934645652771,101336,3,10000,HashmapProjectionOnlineIterative
Connect4,0.8040736317634583,510.48003220558167,101336,3,10000,HashmapProjectionOnlineIterative
Contrac,0.4429347813129425,9.654633522033691,2210,3,10000,HashmapProjectionOnlineIterative
