dataset,dimensions,train_time,test_time,accuracy,f1,VSA
AIDS,10000,0.2,0.03,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
BZR,10000,0.01,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
BZR_MD,10000,0.07,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
COX2,10000,0.01,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
COX2_MD,10000,0.1,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
DHFR,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
DHFR_MD,10000,0.04,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
ER_MD,10000,0.01,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
FRANKENSTEIN,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
MCF-7,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
MCF-7H,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
MOLT-4,10000,0.01,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
MOLT-4H,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
Mutagenicity,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
MUTAG,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
NCI1,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
NCI109,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
NCI-H23,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
NCI-H23H,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
OVCAR-8,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
OVCAR-8H,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
P388,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
P388H,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PC-3,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PC-3H,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PTC_FM,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PTC_FR,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PTC_MM,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PTC_MR,10000,0.0,0.0,0.0,0.0,FHRR
