dataset,dimensions,train_time,test_time,accuracy,f1,VSA
BZR,10000,0.01,0.01,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
BZR_MD,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
COX2,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
COX2_MD,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
DHFR,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
DHFR_MD,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
ER_MD,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
FRANKENSTEIN,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
NCI109,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
KKI,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
OHSU,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
Peking_1,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
PROTEINS,10000,0.0,0.0,0.0,0.0,FHRR
dataset,dimensions,train_time,test_time,accuracy,f1,VSA
AIDS,10000,0.0,0.0,0.0,0.0,FHRR
